Antall målepunkter;Volum (MWh);Prisomraade;Gruppe;Bruksdogn
12909;1297;NO3;Jordbruk, skogbruk og fiske;08.08.2021
3795;143;NO3;Uklassifisert;08.08.2021
235;5378;NO3;Bergverksdrift og utvinning;08.08.2021
3411;32299;NO3;Industri;08.08.2021
1818;2708;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;08.08.2021
1342;136;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;08.08.2021
5349;291;NO3;Bygge- og anleggsvirksomhet;08.08.2021
57967;612;NO3;Fritidsbolig;08.08.2021
384925;8752;NO3;Husholdning;08.08.2021
50033;7014;NO3;Tjenesteyting;08.08.2021
3754;850;NO4;Jordbruk, skogbruk og fiske;08.08.2021
4227;83;NO4;Uklassifisert;08.08.2021
202;454;NO4;Bergverksdrift og utvinning;08.08.2021
1778;16596;NO4;Industri;08.08.2021
1007;3412;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;08.08.2021
823;68;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;08.08.2021
3560;187;NO4;Bygge- og anleggsvirksomhet;08.08.2021
42759;510;NO4;Fritidsbolig;08.08.2021
238705;7283;NO4;Husholdning;08.08.2021
34729;4982;NO4;Tjenesteyting;08.08.2021
1840;227;NO5;Jordbruk, skogbruk og fiske;08.08.2021
1900;93;NO5;Uklassifisert;08.08.2021
155;11727;NO5;Bergverksdrift og utvinning;08.08.2021
1211;9998;NO5;Industri;08.08.2021
1020;3656;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;08.08.2021
862;137;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;08.08.2021
2743;261;NO5;Bygge- og anleggsvirksomhet;08.08.2021
44108;533;NO5;Fritidsbolig;08.08.2021
247627;5549;NO5;Husholdning;08.08.2021
22396;4091;NO5;Tjenesteyting;08.08.2021
9198;817;NO1;Jordbruk, skogbruk og fiske;07.08.2021
7270;460;NO1;Uklassifisert;07.08.2021
297;63;NO1;Bergverksdrift og utvinning;07.08.2021
4830;8743;NO1;Industri;07.08.2021
1600;931;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.08.2021
2287;757;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;07.08.2021
12957;1012;NO1;Bygge- og anleggsvirksomhet;07.08.2021
101867;1293;NO1;Fritidsbolig;07.08.2021
1056172;23029;NO1;Husholdning;07.08.2021
92937;18318;NO1;Tjenesteyting;07.08.2021
6735;1303;NO2;Jordbruk, skogbruk og fiske;07.08.2021
11739;502;NO2;Uklassifisert;07.08.2021
509;2995;NO2;Bergverksdrift og utvinning;07.08.2021
4125;42680;NO2;Industri;07.08.2021
2139;2915;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.08.2021
1711;329;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;07.08.2021
10579;498;NO2;Bygge- og anleggsvirksomhet;07.08.2021
102523;1350;NO2;Fritidsbolig;07.08.2021
594068;14265;NO2;Husholdning;07.08.2021
63297;12046;NO2;Tjenesteyting;07.08.2021
12909;1273;NO3;Jordbruk, skogbruk og fiske;07.08.2021
3794;138;NO3;Uklassifisert;07.08.2021
235;5412;NO3;Bergverksdrift og utvinning;07.08.2021
3411;32720;NO3;Industri;07.08.2021
1818;2286;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.08.2021
1342;133;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;07.08.2021
5348;308;NO3;Bygge- og anleggsvirksomhet;07.08.2021
57966;689;NO3;Fritidsbolig;07.08.2021
384902;8369;NO3;Husholdning;07.08.2021
50032;7640;NO3;Tjenesteyting;07.08.2021
3754;878;NO4;Jordbruk, skogbruk og fiske;07.08.2021
4227;85;NO4;Uklassifisert;07.08.2021
202;456;NO4;Bergverksdrift og utvinning;07.08.2021
1778;16888;NO4;Industri;07.08.2021
1007;3456;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.08.2021
823;70;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;07.08.2021
3558;195;NO4;Bygge- og anleggsvirksomhet;07.08.2021
42752;564;NO4;Fritidsbolig;07.08.2021
238693;7221;NO4;Husholdning;07.08.2021
34729;5425;NO4;Tjenesteyting;07.08.2021
1840;229;NO5;Jordbruk, skogbruk og fiske;07.08.2021
1899;92;NO5;Uklassifisert;07.08.2021
155;11692;NO5;Bergverksdrift og utvinning;07.08.2021
1211;10075;NO5;Industri;07.08.2021
1020;1391;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;07.08.2021
862;141;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;07.08.2021
2743;266;NO5;Bygge- og anleggsvirksomhet;07.08.2021
44104;608;NO5;Fritidsbolig;07.08.2021
247596;5401;NO5;Husholdning;07.08.2021
22393;4437;NO5;Tjenesteyting;07.08.2021
9198;785;NO1;Jordbruk, skogbruk og fiske;06.08.2021
7267;457;NO1;Uklassifisert;06.08.2021
297;117;NO1;Bergverksdrift og utvinning;06.08.2021
4830;10155;NO1;Industri;06.08.2021
1600;1031;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.08.2021
2287;884;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;06.08.2021
12958;1213;NO1;Bygge- og anleggsvirksomhet;06.08.2021
101868;1275;NO1;Fritidsbolig;06.08.2021
1056211;22855;NO1;Husholdning;06.08.2021
92942;21598;NO1;Tjenesteyting;06.08.2021
6735;1214;NO2;Jordbruk, skogbruk og fiske;06.08.2021
11739;448;NO2;Uklassifisert;06.08.2021
509;3745;NO2;Bergverksdrift og utvinning;06.08.2021
4125;43822;NO2;Industri;06.08.2021
2139;2668;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.08.2021
1711;408;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;06.08.2021
10581;595;NO2;Bygge- og anleggsvirksomhet;06.08.2021
102524;1331;NO2;Fritidsbolig;06.08.2021
594069;13877;NO2;Husholdning;06.08.2021
63297;13568;NO2;Tjenesteyting;06.08.2021
12909;1298;NO3;Jordbruk, skogbruk og fiske;06.08.2021
3794;140;NO3;Uklassifisert;06.08.2021
235;5422;NO3;Bergverksdrift og utvinning;06.08.2021
3411;33725;NO3;Industri;06.08.2021
1818;2180;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.08.2021
1342;156;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;06.08.2021
5348;363;NO3;Bygge- og anleggsvirksomhet;06.08.2021
57966;684;NO3;Fritidsbolig;06.08.2021
384910;8645;NO3;Husholdning;06.08.2021
50032;8680;NO3;Tjenesteyting;06.08.2021
3754;974;NO4;Jordbruk, skogbruk og fiske;06.08.2021
4227;83;NO4;Uklassifisert;06.08.2021
202;486;NO4;Bergverksdrift og utvinning;06.08.2021
1778;17573;NO4;Industri;06.08.2021
1007;3477;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.08.2021
823;81;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;06.08.2021
3558;241;NO4;Bygge- og anleggsvirksomhet;06.08.2021
42752;612;NO4;Fritidsbolig;06.08.2021
238694;7895;NO4;Husholdning;06.08.2021
34727;6178;NO4;Tjenesteyting;06.08.2021
1840;237;NO5;Jordbruk, skogbruk og fiske;06.08.2021
1899;94;NO5;Uklassifisert;06.08.2021
155;11554;NO5;Bergverksdrift og utvinning;06.08.2021
1211;10398;NO5;Industri;06.08.2021
1020;1407;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;06.08.2021
862;156;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;06.08.2021
2743;309;NO5;Bygge- og anleggsvirksomhet;06.08.2021
44104;592;NO5;Fritidsbolig;06.08.2021
247599;5463;NO5;Husholdning;06.08.2021
22393;5172;NO5;Tjenesteyting;06.08.2021
9198;754;NO1;Jordbruk, skogbruk og fiske;05.08.2021
7263;444;NO1;Uklassifisert;05.08.2021
297;144;NO1;Bergverksdrift og utvinning;05.08.2021
4830;10809;NO1;Industri;05.08.2021
1600;1043;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.08.2021
2287;917;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;05.08.2021
12952;1223;NO1;Bygge- og anleggsvirksomhet;05.08.2021
101876;1235;NO1;Fritidsbolig;05.08.2021
1056233;22794;NO1;Husholdning;05.08.2021
92939;21704;NO1;Tjenesteyting;05.08.2021
6735;1166;NO2;Jordbruk, skogbruk og fiske;05.08.2021
11735;438;NO2;Uklassifisert;05.08.2021
509;3766;NO2;Bergverksdrift og utvinning;05.08.2021
4125;44043;NO2;Industri;05.08.2021
2139;2583;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.08.2021
1711;418;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;05.08.2021
10562;605;NO2;Bygge- og anleggsvirksomhet;05.08.2021
102530;1346;NO2;Fritidsbolig;05.08.2021
594087;14071;NO2;Husholdning;05.08.2021
63292;13593;NO2;Tjenesteyting;05.08.2021
12909;1315;NO3;Jordbruk, skogbruk og fiske;05.08.2021
3794;139;NO3;Uklassifisert;05.08.2021
235;5432;NO3;Bergverksdrift og utvinning;05.08.2021
3412;34013;NO3;Industri;05.08.2021
1819;2419;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.08.2021
1342;162;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;05.08.2021
5344;376;NO3;Bygge- og anleggsvirksomhet;05.08.2021
57969;682;NO3;Fritidsbolig;05.08.2021
384915;9124;NO3;Husholdning;05.08.2021
50043;8796;NO3;Tjenesteyting;05.08.2021
3754;995;NO4;Jordbruk, skogbruk og fiske;05.08.2021
4227;87;NO4;Uklassifisert;05.08.2021
202;510;NO4;Bergverksdrift og utvinning;05.08.2021
1778;17914;NO4;Industri;05.08.2021
1007;3495;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.08.2021
823;87;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;05.08.2021
3560;268;NO4;Bygge- og anleggsvirksomhet;05.08.2021
42755;691;NO4;Fritidsbolig;05.08.2021
238694;8849;NO4;Husholdning;05.08.2021
34730;6448;NO4;Tjenesteyting;05.08.2021
1840;237;NO5;Jordbruk, skogbruk og fiske;05.08.2021
1899;96;NO5;Uklassifisert;05.08.2021
155;11471;NO5;Bergverksdrift og utvinning;05.08.2021
1211;10493;NO5;Industri;05.08.2021
1020;1368;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;05.08.2021
862;160;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;05.08.2021
2742;316;NO5;Bygge- og anleggsvirksomhet;05.08.2021
44106;566;NO5;Fritidsbolig;05.08.2021
247617;5635;NO5;Husholdning;05.08.2021
22393;5165;NO5;Tjenesteyting;05.08.2021
9198;739;NO1;Jordbruk, skogbruk og fiske;04.08.2021
7263;425;NO1;Uklassifisert;04.08.2021
297;158;NO1;Bergverksdrift og utvinning;04.08.2021
4832;10080;NO1;Industri;04.08.2021
1600;1054;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.08.2021
2288;971;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;04.08.2021
12954;1226;NO1;Bygge- og anleggsvirksomhet;04.08.2021
101869;1283;NO1;Fritidsbolig;04.08.2021
1056224;23029;NO1;Husholdning;04.08.2021
92928;21713;NO1;Tjenesteyting;04.08.2021
6736;1122;NO2;Jordbruk, skogbruk og fiske;04.08.2021
11735;426;NO2;Uklassifisert;04.08.2021
509;3724;NO2;Bergverksdrift og utvinning;04.08.2021
4126;43741;NO2;Industri;04.08.2021
2139;2609;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.08.2021
1711;428;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;04.08.2021
10562;602;NO2;Bygge- og anleggsvirksomhet;04.08.2021
102524;1371;NO2;Fritidsbolig;04.08.2021
594092;14202;NO2;Husholdning;04.08.2021
63285;13611;NO2;Tjenesteyting;04.08.2021
12910;1330;NO3;Jordbruk, skogbruk og fiske;04.08.2021
3794;141;NO3;Uklassifisert;04.08.2021
235;5533;NO3;Bergverksdrift og utvinning;04.08.2021
3411;32757;NO3;Industri;04.08.2021
1819;2334;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.08.2021
1342;166;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;04.08.2021
5344;382;NO3;Bygge- og anleggsvirksomhet;04.08.2021
57967;723;NO3;Fritidsbolig;04.08.2021
384919;9572;NO3;Husholdning;04.08.2021
50036;8863;NO3;Tjenesteyting;04.08.2021
3753;1004;NO4;Jordbruk, skogbruk og fiske;04.08.2021
4227;86;NO4;Uklassifisert;04.08.2021
202;436;NO4;Bergverksdrift og utvinning;04.08.2021
1778;18050;NO4;Industri;04.08.2021
1007;3506;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.08.2021
823;89;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;04.08.2021
3559;274;NO4;Bygge- og anleggsvirksomhet;04.08.2021
42756;707;NO4;Fritidsbolig;04.08.2021
238694;9207;NO4;Husholdning;04.08.2021
34728;6612;NO4;Tjenesteyting;04.08.2021
1840;239;NO5;Jordbruk, skogbruk og fiske;04.08.2021
1898;95;NO5;Uklassifisert;04.08.2021
155;9543;NO5;Bergverksdrift og utvinning;04.08.2021
1211;10530;NO5;Industri;04.08.2021
1020;1455;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;04.08.2021
862;159;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;04.08.2021
2742;323;NO5;Bygge- og anleggsvirksomhet;04.08.2021
44101;586;NO5;Fritidsbolig;04.08.2021
247602;5809;NO5;Husholdning;04.08.2021
22394;5231;NO5;Tjenesteyting;04.08.2021
9198;769;NO1;Jordbruk, skogbruk og fiske;03.08.2021
7262;426;NO1;Uklassifisert;03.08.2021
298;160;NO1;Bergverksdrift og utvinning;03.08.2021
4830;10567;NO1;Industri;03.08.2021
1600;1085;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.08.2021
2287;960;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;03.08.2021
12952;1225;NO1;Bygge- og anleggsvirksomhet;03.08.2021
101854;1351;NO1;Fritidsbolig;03.08.2021
1056334;23560;NO1;Husholdning;03.08.2021
92896;21578;NO1;Tjenesteyting;03.08.2021
6735;1121;NO2;Jordbruk, skogbruk og fiske;03.08.2021
11724;444;NO2;Uklassifisert;03.08.2021
509;3771;NO2;Bergverksdrift og utvinning;03.08.2021
4125;43334;NO2;Industri;03.08.2021
2139;2662;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.08.2021
1712;423;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;03.08.2021
10556;601;NO2;Bygge- og anleggsvirksomhet;03.08.2021
102525;1413;NO2;Fritidsbolig;03.08.2021
594075;14470;NO2;Husholdning;03.08.2021
63282;13583;NO2;Tjenesteyting;03.08.2021
12910;1362;NO3;Jordbruk, skogbruk og fiske;03.08.2021
3794;144;NO3;Uklassifisert;03.08.2021
235;5543;NO3;Bergverksdrift og utvinning;03.08.2021
3411;33713;NO3;Industri;03.08.2021
1819;2512;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.08.2021
1342;167;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;03.08.2021
5341;383;NO3;Bygge- og anleggsvirksomhet;03.08.2021
57970;723;NO3;Fritidsbolig;03.08.2021
384909;9701;NO3;Husholdning;03.08.2021
50028;8777;NO3;Tjenesteyting;03.08.2021
3754;1006;NO4;Jordbruk, skogbruk og fiske;03.08.2021
4228;84;NO4;Uklassifisert;03.08.2021
202;509;NO4;Bergverksdrift og utvinning;03.08.2021
1779;17965;NO4;Industri;03.08.2021
1005;3458;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.08.2021
823;88;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;03.08.2021
3559;271;NO4;Bygge- og anleggsvirksomhet;03.08.2021
42756;703;NO4;Fritidsbolig;03.08.2021
238696;9182;NO4;Husholdning;03.08.2021
34727;6538;NO4;Tjenesteyting;03.08.2021
1840;238;NO5;Jordbruk, skogbruk og fiske;03.08.2021
1899;100;NO5;Uklassifisert;03.08.2021
155;9564;NO5;Bergverksdrift og utvinning;03.08.2021
1211;10562;NO5;Industri;03.08.2021
1020;1455;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;03.08.2021
862;163;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;03.08.2021
2745;322;NO5;Bygge- og anleggsvirksomhet;03.08.2021
44097;587;NO5;Fritidsbolig;03.08.2021
247617;5819;NO5;Husholdning;03.08.2021
22390;5180;NO5;Tjenesteyting;03.08.2021
9197;718;NO1;Jordbruk, skogbruk og fiske;02.08.2021
7257;430;NO1;Uklassifisert;02.08.2021
298;145;NO1;Bergverksdrift og utvinning;02.08.2021
4830;10001;NO1;Industri;02.08.2021
1599;1055;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.08.2021
2287;933;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;02.08.2021
12945;1204;NO1;Bygge- og anleggsvirksomhet;02.08.2021
101860;1311;NO1;Fritidsbolig;02.08.2021
1056231;23308;NO1;Husholdning;02.08.2021
92872;21342;NO1;Tjenesteyting;02.08.2021
6733;1120;NO2;Jordbruk, skogbruk og fiske;02.08.2021
11722;447;NO2;Uklassifisert;02.08.2021
509;3716;NO2;Bergverksdrift og utvinning;02.08.2021
4126;43104;NO2;Industri;02.08.2021
2139;2780;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.08.2021
1711;409;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;02.08.2021
10550;588;NO2;Bygge- og anleggsvirksomhet;02.08.2021
102527;1387;NO2;Fritidsbolig;02.08.2021
594070;14471;NO2;Husholdning;02.08.2021
63277;13495;NO2;Tjenesteyting;02.08.2021
12911;1354;NO3;Jordbruk, skogbruk og fiske;02.08.2021
3794;148;NO3;Uklassifisert;02.08.2021
235;5525;NO3;Bergverksdrift og utvinning;02.08.2021
3414;33562;NO3;Industri;02.08.2021
1819;2377;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.08.2021
1343;163;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;02.08.2021
5339;382;NO3;Bygge- og anleggsvirksomhet;02.08.2021
57966;718;NO3;Fritidsbolig;02.08.2021
384916;9803;NO3;Husholdning;02.08.2021
50030;8810;NO3;Tjenesteyting;02.08.2021
3754;1003;NO4;Jordbruk, skogbruk og fiske;02.08.2021
4227;84;NO4;Uklassifisert;02.08.2021
202;510;NO4;Bergverksdrift og utvinning;02.08.2021
1778;17944;NO4;Industri;02.08.2021
1005;3465;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.08.2021
823;88;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;02.08.2021
3556;277;NO4;Bygge- og anleggsvirksomhet;02.08.2021
42754;724;NO4;Fritidsbolig;02.08.2021
238696;9355;NO4;Husholdning;02.08.2021
34729;6604;NO4;Tjenesteyting;02.08.2021
1840;235;NO5;Jordbruk, skogbruk og fiske;02.08.2021
1898;100;NO5;Uklassifisert;02.08.2021
155;9505;NO5;Bergverksdrift og utvinning;02.08.2021
1211;10406;NO5;Industri;02.08.2021
1020;1458;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;02.08.2021
862;159;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;02.08.2021
2744;317;NO5;Bygge- og anleggsvirksomhet;02.08.2021
44093;585;NO5;Fritidsbolig;02.08.2021
247609;5751;NO5;Husholdning;02.08.2021
22388;5096;NO5;Tjenesteyting;02.08.2021
9197;792;NO1;Jordbruk, skogbruk og fiske;01.08.2021
7248;442;NO1;Uklassifisert;01.08.2021
298;64;NO1;Bergverksdrift og utvinning;01.08.2021
4829;7898;NO1;Industri;01.08.2021
1599;938;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.08.2021
2287;811;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;01.08.2021
12936;937;NO1;Bygge- og anleggsvirksomhet;01.08.2021
101842;1342;NO1;Fritidsbolig;01.08.2021
1056243;23298;NO1;Husholdning;01.08.2021
92872;16788;NO1;Tjenesteyting;01.08.2021
6735;1111;NO2;Jordbruk, skogbruk og fiske;01.08.2021
11722;436;NO2;Uklassifisert;01.08.2021
509;3658;NO2;Bergverksdrift og utvinning;01.08.2021
4125;42035;NO2;Industri;01.08.2021
2136;3124;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.08.2021
1710;303;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;01.08.2021
10549;465;NO2;Bygge- og anleggsvirksomhet;01.08.2021
102515;1486;NO2;Fritidsbolig;01.08.2021
594077;14573;NO2;Husholdning;01.08.2021
63273;11115;NO2;Tjenesteyting;01.08.2021
12911;1332;NO3;Jordbruk, skogbruk og fiske;01.08.2021
3794;142;NO3;Uklassifisert;01.08.2021
235;5420;NO3;Bergverksdrift og utvinning;01.08.2021
3411;32134;NO3;Industri;01.08.2021
1818;2370;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.08.2021
1342;137;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;01.08.2021
5335;311;NO3;Bygge- og anleggsvirksomhet;01.08.2021
57964;763;NO3;Fritidsbolig;01.08.2021
384940;9753;NO3;Husholdning;01.08.2021
50026;7269;NO3;Tjenesteyting;01.08.2021
3753;909;NO4;Jordbruk, skogbruk og fiske;01.08.2021
4227;83;NO4;Uklassifisert;01.08.2021
202;486;NO4;Bergverksdrift og utvinning;01.08.2021
1778;16416;NO4;Industri;01.08.2021
1005;3485;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.08.2021
823;74;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;01.08.2021
3556;233;NO4;Bygge- og anleggsvirksomhet;01.08.2021
42755;766;NO4;Fritidsbolig;01.08.2021
238697;8953;NO4;Husholdning;01.08.2021
34727;5611;NO4;Tjenesteyting;01.08.2021
1840;232;NO5;Jordbruk, skogbruk og fiske;01.08.2021
1898;95;NO5;Uklassifisert;01.08.2021
155;9483;NO5;Bergverksdrift og utvinning;01.08.2021
1211;10121;NO5;Industri;01.08.2021
1021;1404;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;01.08.2021
862;139;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;01.08.2021
2744;243;NO5;Bygge- og anleggsvirksomhet;01.08.2021
44090;614;NO5;Fritidsbolig;01.08.2021
247632;5691;NO5;Husholdning;01.08.2021
22388;4136;NO5;Tjenesteyting;01.08.2021
9155;779;NO1;Jordbruk, skogbruk og fiske;31.07.2021
7238;413;NO1;Uklassifisert;31.07.2021
298;63;NO1;Bergverksdrift og utvinning;31.07.2021
4831;7898;NO1;Industri;31.07.2021
1598;914;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.07.2021
2290;801;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;31.07.2021
12999;954;NO1;Bygge- og anleggsvirksomhet;31.07.2021
101820;1336;NO1;Fritidsbolig;31.07.2021
1055959;21530;NO1;Husholdning;31.07.2021
92834;17994;NO1;Tjenesteyting;31.07.2021
6714;1146;NO2;Jordbruk, skogbruk og fiske;31.07.2021
11775;433;NO2;Uklassifisert;31.07.2021
516;3675;NO2;Bergverksdrift og utvinning;31.07.2021
4135;42324;NO2;Industri;31.07.2021
2139;3314;NO2;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.07.2021
1709;322;NO2;Vannforsyning, avløps- og renovasjonsvirksomhet;31.07.2021
10579;493;NO2;Bygge- og anleggsvirksomhet;31.07.2021
102552;1518;NO2;Fritidsbolig;31.07.2021
594066;13822;NO2;Husholdning;31.07.2021
63279;12016;NO2;Tjenesteyting;31.07.2021
12909;1346;NO3;Jordbruk, skogbruk og fiske;31.07.2021
3800;141;NO3;Uklassifisert;31.07.2021
235;5339;NO3;Bergverksdrift og utvinning;31.07.2021
3404;32464;NO3;Industri;31.07.2021
1814;2513;NO3;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.07.2021
1340;136;NO3;Vannforsyning, avløps- og renovasjonsvirksomhet;31.07.2021
5470;318;NO3;Bygge- og anleggsvirksomhet;31.07.2021
58057;773;NO3;Fritidsbolig;31.07.2021
384775;9153;NO3;Husholdning;31.07.2021
50140;7673;NO3;Tjenesteyting;31.07.2021
3743;917;NO4;Jordbruk, skogbruk og fiske;31.07.2021
4220;70;NO4;Uklassifisert;31.07.2021
201;481;NO4;Bergverksdrift og utvinning;31.07.2021
1781;16488;NO4;Industri;31.07.2021
1006;3461;NO4;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.07.2021
823;74;NO4;Vannforsyning, avløps- og renovasjonsvirksomhet;31.07.2021
3736;229;NO4;Bygge- og anleggsvirksomhet;31.07.2021
42774;758;NO4;Fritidsbolig;31.07.2021
238508;8326;NO4;Husholdning;31.07.2021
34739;5815;NO4;Tjenesteyting;31.07.2021
1837;231;NO5;Jordbruk, skogbruk og fiske;31.07.2021
1902;94;NO5;Uklassifisert;31.07.2021
155;9521;NO5;Bergverksdrift og utvinning;31.07.2021
1214;10161;NO5;Industri;31.07.2021
1011;1433;NO5;Elektrisitets-, gass-, damp- og varmtvannsforsyning;31.07.2021
863;141;NO5;Vannforsyning, avløps- og renovasjonsvirksomhet;31.07.2021
2732;230;NO5;Bygge- og anleggsvirksomhet;31.07.2021
44121;601;NO5;Fritidsbolig;31.07.2021
247724;5462;NO5;Husholdning;31.07.2021
22435;4428;NO5;Tjenesteyting;31.07.2021
9155;683;NO1;Jordbruk, skogbruk og fiske;30.07.2021
7238;408;NO1;Uklassifisert;30.07.2021
298;96;NO1;Bergverksdrift og utvinning;30.07.2021
4831;8890;NO1;Industri;30.07.2021
1598;1047;NO1;Elektrisitets-, gass-, damp- og varmtvannsforsyning;30.07.2021
2290;925;NO1;Vannforsyning, avløps- og renovasjonsvirksomhet;30.07.2021
12993;1128;NO1;Bygge- og anleggsvirksomhet;30.07.2021
101805;1279;NO1;Fritidsbolig;30.07.2021
1056015;20962;NO1;Husholdning;30.07.2021
92834;21100;NO1;Tjenesteyting;30.07.2021
6714;1235;NO2;Jordbruk, skogbruk og fiske;30.07.2021
11775;455;NO2;Uklassifisert;30.07.2021
516;3768;NO2;Bergverksdrift og utvinning;30.07.2021
