date,Nettselskap,fylkeNr,fastleddEks,fastleddInk,effekttrinnFraKw,effekttrinnTilKw
2024-11-04,ALUT AS,55,291.67,291.67,0,125
2024-11-04,ALUT AS,55,375,375,126,200
2024-11-04,ALUT AS,56,291.67,291.67,0,125
2024-11-04,ALUT AS,56,375,375,126,200
2024-11-04,ARVA AS,18,84.92,84.92,0,1.99
2024-11-04,ARVA AS,18,201.25,201.25,2,4.99
2024-11-04,ARVA AS,18,398.42,398.42,5,9.99
2024-11-04,ARVA AS,18,595.42,595.42,10,14.99
2024-11-04,ARVA AS,18,792.33,792.33,15,19.99
2024-11-04,ARVA AS,18,989.33,989.33,20,24.99
2024-11-04,ARVA AS,18,1972.17,1972.17,25,49.99
2024-11-04,ARVA AS,18,2955.25,2955.25,50,74.99
2024-11-04,ARVA AS,18,3938.42,3938.42,75,99.99
2024-11-04,ARVA AS,18,5944.5,5944.5,100,1000
2024-11-04,ARVA AS,55,84.92,84.92,0,1.99
2024-11-04,ARVA AS,55,201.25,201.25,2,4.99
2024-11-04,ARVA AS,55,398.42,398.42,5,9.99
2024-11-04,ARVA AS,55,595.42,595.42,10,14.99
2024-11-04,ARVA AS,55,792.33,792.33,15,19.99
2024-11-04,ARVA AS,55,989.33,989.33,20,24.99
2024-11-04,ARVA AS,55,1972.17,1972.17,25,49.99
2024-11-04,ARVA AS,55,2955.25,2955.25,50,74.99
2024-11-04,ARVA AS,55,3938.42,3938.42,75,99.99
2024-11-04,ARVA AS,55,5944.5,5944.5,100,1000
2024-11-04,ARVA AS*,55,84.92,84.92,0,1.99
2024-11-04,ARVA AS*,55,201.25,201.25,2,4.99
2024-11-04,ARVA AS*,55,398.42,398.42,5,9.99
2024-11-04,ARVA AS*,55,595.42,595.42,10,14.99
2024-11-04,ARVA AS*,55,792.33,792.33,15,19.99
2024-11-04,ARVA AS*,55,989.33,989.33,20,24.99
2024-11-04,ARVA AS*,55,1972.17,1972.17,25,49.99
2024-11-04,ARVA AS*,55,2955.25,2955.25,50,74.99
2024-11-04,ARVA AS*,55,3938.42,3938.42,75,99.99
2024-11-04,ARVA AS*,55,5944.5,5944.5,100,1000
2024-11-04,ASKER NETT AS,32,148,185,0,1.99
2024-11-04,ASKER NETT AS,32,184,230,2,4.99
2024-11-04,ASKER NETT AS,32,272,340,5,9.99
2024-11-04,ASKER NETT AS,32,568,710,10,14.99
2024-11-04,ASKER NETT AS,32,716,895,15,19.99
2024-11-04,ASKER NETT AS,32,904,1130,20,24.99
2024-11-04,ASKER NETT AS,32,1280,1600,25,49.99
2024-11-04,ASKER NETT AS,32,2032,2540,50,74.99
2024-11-04,ASKER NETT AS,32,2704,3380,75,99.99
2024-11-04,ASKER NETT AS,32,4320,5400,100,1000
2024-11-04,BARENTS NETT AS,56,602,602,0,2
2024-11-04,BARENTS NETT AS,56,662,662,2,5
2024-11-04,BARENTS NETT AS,56,722,722,5,10
2024-11-04,BARENTS NETT AS,56,782,782,10,15
2024-11-04,BARENTS NETT AS,56,903,903,15,20
2024-11-04,BARENTS NETT AS,56,1084,1084,20,1000
2024-11-04,BINDAL KRAFTLAG SA,18,263.92,263.92,0,4.99
2024-11-04,BINDAL KRAFTLAG SA,18,395,395,5,9.99
2024-11-04,BINDAL KRAFTLAG SA,18,580,580,10,14.99
2024-11-04,BINDAL KRAFTLAG SA,18,738,738,15,19.99
2024-11-04,BINDAL KRAFTLAG SA,18,896,896,20,24.99
2024-11-04,BKK AS,46,116,145,0,2
2024-11-04,BKK AS,46,192,240,2,5
2024-11-04,BKK AS,46,320,400,5,10
2024-11-04,BKK AS,46,456,570,10,15
2024-11-04,BKK AS,46,588,735,15,20
2024-11-04,BKK AS,46,720,900,20,25
2024-11-04,BKK AS,46,1380,1725,25,50
2024-11-04,BKK AS,46,2040,2550,50,75
2024-11-04,BKK AS,46,2700,3375,75,100
2024-11-04,BKK AS,46,5340,6675,100,1000
2024-11-04,BREHEIM NETT AS,46,180,225,0,5
2024-11-04,BREHEIM NETT AS,46,360,450,5,10
2024-11-04,BREHEIM NETT AS,46,540,675,10,15
2024-11-04,BREHEIM NETT AS,46,720,900,15,20
2024-11-04,BREHEIM NETT AS,46,910.42,1138.02,20,25
2024-11-04,BREHEIM NETT AS,46,1810.42,2263.02,25,50
2024-11-04,BREHEIM NETT AS,46,2720,3400,50,75
2024-11-04,BREHEIM NETT AS,46,3630.42,4538.02,75,100
2024-11-04,BREHEIM NETT AS,46,5440,6800,100,150
2024-11-04,BREHEIM NETT AS,46,7260,9075,150,200
2024-11-04,BREHEIM NETT AS,46,10890.33,13612.92,200,9999
2024-11-04,BØMLO KRAFTNETT AS,46,160,200,0,2
2024-11-04,BØMLO KRAFTNETT AS,46,240,300,2,5
2024-11-04,BØMLO KRAFTNETT AS,46,320,400,5,10
2024-11-04,BØMLO KRAFTNETT AS,46,400,500,10,15
2024-11-04,BØMLO KRAFTNETT AS,46,520,650,15,20
2024-11-04,BØMLO KRAFTNETT AS,46,640,800,20,25
2024-11-04,BØMLO KRAFTNETT AS,46,1600,2000,25,50
2024-11-04,BØMLO KRAFTNETT AS,46,2400,3000,50,75
2024-11-04,BØMLO KRAFTNETT AS,46,3200,4000,75,100
2024-11-04,BØMLO KRAFTNETT AS,46,4000,5000,100,10000
2024-11-04,DE NETT AS,40,247,308.75,0,2
2024-11-04,DE NETT AS,40,319,398.75,2,5
2024-11-04,DE NETT AS,40,391,488.75,5,10
2024-11-04,DE NETT AS,40,536,670,10,15
2024-11-04,DE NETT AS,40,680,850,15,20
2024-11-04,DE NETT AS,40,825,1031.25,20,25
2024-11-04,DE NETT AS,40,1258,1572.5,25,50
2024-11-04,DE NETT AS,40,1981,2476.25,50,75
2024-11-04,DE NETT AS,40,2703,3378.75,75,100
2024-11-04,DE NETT AS,40,3791,4738.75,100,150
2024-11-04,DE NETT AS,40,5236,6545,150,200
2024-11-04,DE NETT AS,40,7404,9255,200,10000
2024-11-04,ELINETT AS,15,200.67,250.83,0,2
2024-11-04,ELINETT AS,15,250.83,313.54,2,5
2024-11-04,ELINETT AS,15,301,376.25,5,10
2024-11-04,ELINETT AS,15,501.67,627.08,10,15
2024-11-04,ELINETT AS,15,602,752.5,15,20
2024-11-04,ELINETT AS,15,702.33,877.92,20,25
2024-11-04,ELINETT AS,15,1003.25,1254.06,25,50
2024-11-04,ELINETT AS,15,1103.58,1379.48,50,75
2024-11-04,ELINETT AS,15,1203.92,1504.9,75,100
2024-11-04,ELINETT AS,15,1504.92,1881.15,100,99999
2024-11-04,ELMEA AS,18,304.36,304.36,0,2
2024-11-04,ELMEA AS,18,454.3,454.3,2,5
2024-11-04,ELMEA AS,18,694.2,694.2,5,10
2024-11-04,ELMEA AS,18,994.21,994.21,10,15
2024-11-04,ELMEA AS,18,1294.11,1294.11,15,20
2024-11-04,ELMEA AS,18,1594.12,1594.12,20,25
2024-11-04,ELMEA AS,18,2493.81,2493.81,25,50
2024-11-04,ELMEA AS,18,3993.53,3993.53,50,75
2024-11-04,ELMEA AS,18,5493.12,5493.12,75,100
2024-11-04,ELMEA AS,18,10742,10742,100,200
2024-11-04,ELMEA AS,18,22739.37,22739.37,200,99999
2024-11-04,ELVENETT AS,33,244.25,305.31,0,2
2024-11-04,ELVENETT AS,33,293.17,366.46,2,5
2024-11-04,ELVENETT AS,33,317.58,396.98,5,10
2024-11-04,ELVENETT AS,33,342,427.5,10,15
2024-11-04,ELVENETT AS,33,366.42,458.02,15,20
2024-11-04,ELVENETT AS,33,427.5,534.38,20,25
2024-11-04,ELVENETT AS,33,464.08,580.1,25,10000
2024-11-04,ELVIA AS,31,112,140,0,2
2024-11-04,ELVIA AS,31,184,230,2,5
2024-11-04,ELVIA AS,31,300,375,5,10
2024-11-04,ELVIA AS,31,420,525,10,15
2024-11-04,ELVIA AS,31,540,675,15,20
2024-11-04,ELVIA AS,31,656,820,20,25
2024-11-04,ELVIA AS,31,1248,1560,25,50
2024-11-04,ELVIA AS,31,1840,2300,50,75
2024-11-04,ELVIA AS,31,2424,3030,75,100
2024-11-04,ELVIA AS,31,4840,6050,100,1000
2024-11-04,ELVIA AS,32,112,140,0,2
2024-11-04,ELVIA AS,32,184,230,2,5
2024-11-04,ELVIA AS,32,300,375,5,10
2024-11-04,ELVIA AS,32,420,525,10,15
2024-11-04,ELVIA AS,32,540,675,15,20
2024-11-04,ELVIA AS,32,656,820,20,25
2024-11-04,ELVIA AS,32,1248,1560,25,50
2024-11-04,ELVIA AS,32,1840,2300,50,75
2024-11-04,ELVIA AS,32,2424,3030,75,100
2024-11-04,ELVIA AS,32,4840,6050,100,1000
2024-11-04,ELVIA AS,33,112,140,0,2
2024-11-04,ELVIA AS,33,184,230,2,5
2024-11-04,ELVIA AS,33,300,375,5,10
2024-11-04,ELVIA AS,33,420,525,10,15
2024-11-04,ELVIA AS,33,540,675,15,20
2024-11-04,ELVIA AS,33,656,820,20,25
2024-11-04,ELVIA AS,33,1248,1560,25,50
2024-11-04,ELVIA AS,33,1840,2300,50,75
2024-11-04,ELVIA AS,33,2424,3030,75,100
2024-11-04,ELVIA AS,33,4840,6050,100,1000
2024-11-04,ELVIA AS,34,112,140,0,2
2024-11-04,ELVIA AS,34,184,230,2,5
2024-11-04,ELVIA AS,34,300,375,5,10
2024-11-04,ELVIA AS,34,420,525,10,15
2024-11-04,ELVIA AS,34,540,675,15,20
2024-11-04,ELVIA AS,34,656,820,20,25
2024-11-04,ELVIA AS,34,1248,1560,25,50
2024-11-04,ELVIA AS,34,1840,2300,50,75
2024-11-04,ELVIA AS,34,2424,3030,75,100
2024-11-04,ELVIA AS,34,4840,6050,100,1000
2024-11-04,ENIDA AS,11,232,290,0,2
2024-11-04,ENIDA AS,11,280,350,2,5
2024-11-04,ENIDA AS,11,380,475,5,10
2024-11-04,ENIDA AS,11,455,568.75,10,15
2024-11-04,ENIDA AS,11,543,678.75,15,20
2024-11-04,ENIDA AS,11,632,790,20,25
2024-11-04,ENIDA AS,11,1000,1250,25,50
2024-11-04,ENIDA AS,11,1500,1875,50,75
2024-11-04,ENIDA AS,11,2000,2500,75,100
2024-11-04,ENIDA AS,11,4000,5000,100,1000
2024-11-04,ENIDA AS,42,232,290,0,2
2024-11-04,ENIDA AS,42,280,350,2,5
2024-11-04,ENIDA AS,42,380,475,5,10
2024-11-04,ENIDA AS,42,455,568.75,10,15
2024-11-04,ENIDA AS,42,543,678.75,15,20
2024-11-04,ENIDA AS,42,632,790,20,25
2024-11-04,ENIDA AS,42,1000,1250,25,50
2024-11-04,ENIDA AS,42,1500,1875,50,75
2024-11-04,ENIDA AS,42,2000,2500,75,100
2024-11-04,ENIDA AS,42,4000,5000,100,1000
2024-11-04,ETNA NETT AS,34,427.5,534.38,0,25
2024-11-04,EVERKET AS,40,272,340,0,2
2024-11-04,EVERKET AS,40,344,430,2,5
2024-11-04,EVERKET AS,40,416,520,5,10
2024-11-04,EVERKET AS,40,504,630,10,15
2024-11-04,EVERKET AS,40,624,780,15,20
2024-11-04,EVERKET AS,40,800,1000,20,25
2024-11-04,EVERKET AS,40,1080,1350,25,50
