area,x,y,type,estimation_date,computation_year,computation_month
NO1,2.60819906748159,0.214969616046153,mean_price,2023-03-08,2023,3
NO1,2.61529747576119,0.209718025669935,mean_price,2023-03-08,2023,3
NO1,2.62239588404079,0.204545479823498,mean_price,2023-03-08,2023,3
NO1,2.62949429232039,0.199468734823328,mean_price,2023-03-08,2023,3
NO1,2.63659270059999,0.194489527262739,mean_price,2023-03-08,2023,3
NO1,2.64369110887959,0.189592598535862,mean_price,2023-03-08,2023,3
NO1,2.65078951715919,0.184778630213334,mean_price,2023-03-08,2023,3
NO1,2.65788792543879,0.18004828474989,mean_price,2023-03-08,2023,3
NO1,2.66498633371839,0.17543500151497,mean_price,2023-03-08,2023,3
NO1,2.67208474199799,0.170908172510242,mean_price,2023-03-08,2023,3
NO1,2.67918315027759,0.166467189875875,mean_price,2023-03-08,2023,3
NO1,2.68628155855719,0.162112418928146,mean_price,2023-03-08,2023,3
NO1,2.69337996683679,0.157859429579731,mean_price,2023-03-08,2023,3
NO1,2.70047837511639,0.153712452899532,mean_price,2023-03-08,2023,3
NO1,2.70757678339599,0.149652393135506,mean_price,2023-03-08,2023,3
NO1,2.71467519167559,0.145679183950829,mean_price,2023-03-08,2023,3
NO1,2.72177359995519,0.141792709637157,mean_price,2023-03-08,2023,3
NO1,2.72887200823479,0.138023883657849,mean_price,2023-03-08,2023,3
NO1,2.73597041651439,0.134343530586797,mean_price,2023-03-08,2023,3
NO1,2.74306882479399,0.130748235209566,mean_price,2023-03-08,2023,3
NO1,2.75016723307359,0.12723737430734,mean_price,2023-03-08,2023,3
NO1,2.75726564135319,0.123822951907738,mean_price,2023-03-08,2023,3
NO1,2.76436404963279,0.120510447429083,mean_price,2023-03-08,2023,3
NO1,2.77146245791239,0.117278628953611,mean_price,2023-03-08,2023,3
NO1,2.77856086619199,0.114126381111687,mean_price,2023-03-08,2023,3
NO1,2.78565927447159,0.111052541534017,mean_price,2023-03-08,2023,3
NO1,2.79275768275119,0.108081225112554,mean_price,2023-03-08,2023,3
NO1,2.79985609103079,0.10518799502897,mean_price,2023-03-08,2023,3
NO1,2.80695449931039,0.102367217540419,mean_price,2023-03-08,2023,3
NO1,2.81405290758999,0.0996173505950257,mean_price,2023-03-08,2023,3
NO1,2.82115131586959,0.0969456537943285,mean_price,2023-03-08,2023,3
NO1,2.82824972414919,0.0943575320371868,mean_price,2023-03-08,2023,3
NO1,2.83534813242879,0.0918331442277438,mean_price,2023-03-08,2023,3
